-31.203751, -44.802019, -1.774703, 0.000000
-31.205936, -44.803831, -1.773335, 0.000000
-31.209472, -44.804066, -1.773090, 0.000000
-31.209796, -44.807506, -1.771122, 0.000000
-31.208822, -44.807016, -1.771782, 0.000000
-31.210427, -44.809891, -1.770885, 0.000000
-31.209785, -44.809231, -1.770565, 0.000000
-31.203155, -44.806923, -1.775696, 0.000000
-31.198278, -44.800730, -1.780177, 0.000000
-31.203115, -44.798927, -1.776763, 0.000000
-31.199848, -44.795994, -1.781137, 0.000000
-31.203230, -44.798414, -1.775615, 0.000000
-31.201433, -44.794842, -1.777166, 0.000000
-31.204089, -44.792378, -1.776918, 0.000000
-31.207515, -44.795568, -1.774733, 0.000000
-31.212688, -44.800137, -1.769928, 0.000000
-31.210054, -44.797497, -1.770717, 0.000000
-31.211175, -44.800735, -1.770996, 0.000000
-31.206368, -44.802145, -1.772180, 0.000000
-31.204051, -44.804276, -1.773188, 0.000000
-31.207382, -44.808360, -1.769935, 0.000000
-31.206029, -44.805532, -1.774218, 0.000000
-31.206287, -44.801353, -1.776165, 0.000000
-31.208361, -44.800158, -1.773616, 0.000000
-31.207467, -44.798155, -1.774110, 0.000000
-31.206305, -44.797333, -1.775153, 0.000000
-31.206960, -44.797366, -1.773139, 0.000000
-31.202749, -44.793186, -1.777624, 0.000000
-31.202167, -44.789546, -1.779618, 0.000000
-31.199177, -44.788099, -1.779619, 0.000000
-31.205578, -44.791157, -1.775519, 0.000000
-31.204262, -44.796916, -1.771696, 0.000000
-31.203591, -44.802895, -1.773453, 0.000000
-31.204894, -44.802885, -1.773406, 0.000000
-31.205801, -44.802937, -1.773829, 0.000000
-31.207587, -44.800157, -1.773451, 0.000000
-31.207246, -44.803649, -1.771571, 0.000000
-31.208445, -44.806135, -1.770075, 0.000000
-31.209985, -44.807544, -1.767155, 0.000000
-31.212928, -44.812400, -1.764916, 0.000000
-31.213775, -44.815806, -1.764452, 0.000000
-31.214436, -44.816434, -1.763791, 0.000000
-31.212370, -44.816679, -1.762013, 0.000000
-31.210909, -44.819813, -1.762438, 0.000000
-31.214475, -44.819427, -1.763129, 0.000000
-31.214895, -44.823671, -1.760479, 0.000000
-31.216194, -44.828827, -1.762619, 0.000000
-31.218103, -44.822925, -1.762581, 0.000000
-31.217284, -44.819768, -1.763644, 0.000000
-31.218845, -44.824335, -1.763046, 0.000000
-31.218892, -44.824179, -1.759618, 0.000000
-31.215693, -44.822307, -1.762750, 0.000000
-31.216918, -44.824502, -1.760884, 0.000000
-31.212600, -44.821840, -1.763160, 0.000000
-31.210300, -44.821841, -1.766523, 0.000000
-31.208571, -44.818734, -1.769292, 0.000000
-31.207273, -44.817779, -1.764197, 0.000000
-31.207503, -44.818041, -1.767408, 0.000000
-31.207767, -44.813875, -1.768532, 0.000000
-31.212358, -44.815325, -1.765145, 0.000000
-31.210959, -44.812637, -1.768016, 0.000000
-31.206952, -44.813259, -1.770137, 0.000000
-31.206160, -44.808692, -1.770876, 0.000000
-31.205478, -44.807786, -1.770373, 0.000000
-31.208598, -44.811998, -1.767664, 0.000000
-31.205755, -44.812052, -1.766567, 0.000000
-31.207996, -44.812920, -1.772385, 0.000000
-31.210259, -44.812618, -1.771622, 0.000000
-31.212426, -44.810711, -1.768161, 0.000000
-31.209534, -44.806191, -1.768687, 0.000000
-31.206492, -44.808885, -1.772312, 0.000000
-31.207169, -44.807956, -1.770361, 0.000000
-31.210053, -44.809686, -1.769946, 0.000000
-31.206244, -44.809617, -1.773136, 0.000000
-31.207343, -44.809696, -1.771181, 0.000000
-31.203993, -44.804608, -1.776127, 0.000000
-31.205761, -44.806812, -1.770146, 0.000000
-31.209825, -44.809273, -1.769386, 0.000000
-31.208576, -44.809570, -1.770592, 0.000000
-31.210919, -44.810983, -1.770677, 0.000000
-31.214282, -44.813447, -1.767345, 0.000000
-31.211107, -44.810795, -1.767879, 0.000000
-31.206967, -44.808915, -1.770084, 0.000000
-31.206753, -44.806174, -1.773098, 0.000000
-31.204736, -44.798376, -1.775670, 0.000000
-31.203245, -44.795868, -1.778065, 0.000000
-31.206982, -44.794286, -1.776673, 0.000000
-31.206138, -44.793329, -1.777875, 0.000000
-31.205698, -44.795578, -1.778772, 0.000000
-31.204669, -44.794418, -1.778886, 0.000000
-31.205247, -44.797295, -1.781346, 0.000000
-31.210511, -44.805486, -1.775531, 0.000000
-31.210843, -44.809807, -1.773188, 0.000000
-31.211752, -44.813709, -1.773031, 0.000000
-31.215267, -44.822809, -1.775982, 0.000000
-31.225309, -44.836412, -1.768445, 0.000000
-31.240875, -44.856082, -1.819408, 0.000000
-31.254587, -44.872941, -1.812055, 0.000000
-31.263431, -44.883229, -1.805332, 0.000000
-31.269366, -44.882478, -1.834139, 0.000000
-31.270338, -44.880972, -1.834462, 0.000000
-31.286700, -44.899956, -1.874547, 0.000000
-31.296220, -44.915124, -1.870440, 0.000000
-31.306499, -44.923121, -1.864784, 0.000000
-31.299178, -44.913450, -1.823145, 0.000000
-31.295568, -44.907855, -1.825810, 0.000000
-31.292577, -44.902847, -1.821725, 0.000000
-31.285622, -44.896275, -1.827776, 0.000000
-31.285733, -44.893836, -1.826752, 0.000000
-31.285571, -44.890551, -1.827773, 0.000000
-31.279239, -44.886261, -1.834167, 0.000000
-31.279431, -44.885063, -1.830222, 0.000000
-31.281613, -44.888748, -1.827017, 0.000000
-31.281337, -44.890998, -1.829328, 0.000000
-31.284964, -44.894659, -1.826888, 0.000000
-31.300329, -44.917905, -1.867037, 0.000000
-31.314725, -44.941135, -1.854566, 0.000000
-31.326564, -44.952382, -1.868556, 0.000000
-31.329361, -44.957829, -1.861906, 0.000000
-31.331633, -44.969105, -1.860907, 0.000000
-31.333477, -44.975314, -1.876324, 0.000000
-31.334543, -44.977445, -1.874363, 0.000000
-31.351610, -45.000707, -1.907774, 0.000000
-31.359767, -45.017184, -1.899448, 0.000000
-31.366031, -45.034650, -1.891637, 0.000000
-31.377353, -45.056974, -1.881816, 0.000000
-31.386461, -45.077505, -1.871161, 0.000000
-31.388620, -45.092135, -1.867678, 0.000000
-31.391438, -45.104821, -1.862371, 0.000000
-31.401103, -45.124272, -1.852610, 0.000000
-31.407181, -45.144332, -1.856581, 0.000000
-31.415777, -45.174368, -1.845676, 0.000000
-31.422516, -45.194039, -1.882274, 0.000000
-31.422451, -45.197243, -1.885835, 0.000000
-31.419984, -45.194110, -1.885912, 0.000000
-31.429626, -45.202758, -1.977557, 0.000000
-31.445446, -45.219434, -1.968281, 0.000000
-31.458114, -45.235503, -1.960800, 0.000000
-31.481360, -45.252928, -2.051621, 0.000000
-31.496406, -45.263417, -2.048853, 0.000000
-31.508803, -45.274244, -2.041358, 0.000000
-31.525900, -45.290680, -2.066269, 0.000000
